protein_id	node_id	component_id	sequence_length	method	level	truth_labels	output_labels	winner_distance	best_matching_distance	top_tied_centres	top_tied_distinct_labels	state	evaluable	library_match	returned_match	retained_match	first_matching_rank	output_count	matched_output_count	truth_count	hit	has_output	acceptance_status	selected_reference	returned_hits	retained_stage_definition
A0K3L7	67514	185	1368	CLEAN_MAXSEP	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	7.00762414932251	7.00762414932251	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0KQA5	67230	185	1342	CLEAN_TOP1	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	7.5247368812561035	7.5247368812561035	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0KQA5	67230	185	1342	CLEAN_MAXSEP	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	7.5247368812561035	7.5247368812561035	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0KQA5	67230	185	1342	CLEAN_TOP1	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	7.5247368812561035	7.5247368812561035	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0KQA5	67230	185	1342	CLEAN_MAXSEP	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	7.5247368812561035	7.5247368812561035	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0KRL7	25520	185	1345	CLEAN_TOP1	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	7.355295658111572	7.355295658111572	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0KRL7	25520	185	1345	CLEAN_MAXSEP	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	7.355295658111572	7.355295658111572	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0KRL7	25520	185	1345	CLEAN_TOP1	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	7.355295658111572	7.355295658111572	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0KRL7	25520	185	1345	CLEAN_MAXSEP	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	7.355295658111572	7.355295658111572	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0L5V8	11054	716	396	CLEAN_TOP1	EC_L3	"[""3.6.5""]"	"[""3.6.5""]"	7.017731666564941	7.017731666564941	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0L5V8	11054	716	396	CLEAN_MAXSEP	EC_L3	"[""3.6.5""]"	"[""3.6.5""]"	7.017731666564941	7.017731666564941	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0L5V8	11054	716	396	CLEAN_TOP1	EC_L4	"[""3.6.5.3""]"	"[""3.6.5.3""]"	7.017731666564941	7.017731666564941	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0L5V8	11054	716	396	CLEAN_MAXSEP	EC_L4	"[""3.6.5.3""]"	"[""3.6.5.3""]"	7.017731666564941	7.017731666564941	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0L5W6	158455	185	1360	CLEAN_TOP1	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	6.856319904327393	6.856319904327393	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0L5W6	158455	185	1360	CLEAN_MAXSEP	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	6.856319904327393	6.856319904327393	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0L5W6	158455	185	1360	CLEAN_TOP1	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	6.856319904327393	6.856319904327393	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0L5W6	158455	185	1360	CLEAN_MAXSEP	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	6.856319904327393	6.856319904327393	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0LII4	42886	185	1370	CLEAN_TOP1	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	6.431201934814453	6.431201934814453	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0LII4	42886	185	1370	CLEAN_MAXSEP	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	6.431201934814453	6.431201934814453	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0LII4	42886	185	1370	CLEAN_TOP1	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	6.431201934814453	6.431201934814453	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0LII4	42886	185	1370	CLEAN_MAXSEP	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	6.431201934814453	6.431201934814453	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0LRL3	10206	185	1169	CLEAN_TOP1	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	7.082758903503418	7.082758903503418	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0LRL3	10206	185	1169	CLEAN_MAXSEP	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	7.082758903503418	7.082758903503418	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0LRL3	10206	185	1169	CLEAN_TOP1	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	7.082758903503418	7.082758903503418	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0LRL3	10206	185	1169	CLEAN_MAXSEP	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	7.082758903503418	7.082758903503418	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0M3Y9	44810	185	1270	CLEAN_TOP1	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	6.722904682159424	6.722904682159424	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0M3Y9	44810	185	1270	CLEAN_MAXSEP	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	6.722904682159424	6.722904682159424	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0M3Y9	44810	185	1270	CLEAN_TOP1	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	6.722904682159424	6.722904682159424	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0M3Y9	44810	185	1270	CLEAN_MAXSEP	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	6.722904682159424	6.722904682159424	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0PM24	55812	185	1176	CLEAN_TOP1	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	7.241485118865967	7.241485118865967	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0PM24	55812	185	1176	CLEAN_MAXSEP	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	7.241485118865967	7.241485118865967	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0PM24	55812	185	1176	CLEAN_TOP1	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	7.241485118865967	7.241485118865967	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0PM24	55812	185	1176	CLEAN_MAXSEP	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	7.241485118865967	7.241485118865967	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0PXT8	159713	185	1241	CLEAN_TOP1	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	6.8831868171691895	6.8831868171691895	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0PXT8	159713	185	1241	CLEAN_MAXSEP	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	6.8831868171691895	6.8831868171691895	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0PXT8	159713	185	1241	CLEAN_TOP1	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	6.8831868171691895	6.8831868171691895	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0PXT8	159713	185	1241	CLEAN_MAXSEP	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	6.8831868171691895	6.8831868171691895	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0Q867	29165	185	1358	CLEAN_TOP1	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	6.868306636810303	6.868306636810303	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0Q867	29165	185	1358	CLEAN_MAXSEP	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	6.868306636810303	6.868306636810303	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0Q867	29165	185	1358	CLEAN_TOP1	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	6.868306636810303	6.868306636810303	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0Q867	29165	185	1358	CLEAN_MAXSEP	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	6.868306636810303	6.868306636810303	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0QL49	61627	185	1175	CLEAN_TOP1	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	7.316463470458984	7.316463470458984	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0QL49	61627	185	1175	CLEAN_MAXSEP	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	7.316463470458984	7.316463470458984	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0QL49	61627	185	1175	CLEAN_TOP1	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	7.316463470458984	7.316463470458984	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0QL49	61627	185	1175	CLEAN_MAXSEP	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	7.316463470458984	7.316463470458984	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0R8H2	175965	185	1177	CLEAN_TOP1	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	7.4082489013671875	7.4082489013671875	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0R8H2	175965	185	1177	CLEAN_MAXSEP	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	7.4082489013671875	7.4082489013671875	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0R8H2	175965	185	1177	CLEAN_TOP1	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	7.4082489013671875	7.4082489013671875	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0R8H2	175965	185	1177	CLEAN_MAXSEP	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	7.4082489013671875	7.4082489013671875	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0RQI5	121198	185	1379	CLEAN_TOP1	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	6.400622367858887	6.400622367858887	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0RQI5	121198	185	1379	CLEAN_MAXSEP	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	6.400622367858887	6.400622367858887	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0RQI5	121198	185	1379	CLEAN_TOP1	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	6.400622367858887	6.400622367858887	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0RQI5	121198	185	1379	CLEAN_MAXSEP	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	6.400622367858887	6.400622367858887	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0T0D7	95661	185	1389	CLEAN_TOP1	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	5.766669750213623	5.766669750213623	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0T0D7	95661	185	1389	CLEAN_MAXSEP	EC_L3	"[""2.7.7""]"	"[""2.7.7""]"	5.766669750213623	5.766669750213623	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0T0D7	95661	185	1389	CLEAN_TOP1	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	5.766669750213623	5.766669750213623	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
A0T0D7	95661	185	1389	CLEAN_MAXSEP	EC_L4	"[""2.7.7.6""]"	"[""2.7.7.6""]"	5.766669750213623	5.766669750213623	1.0	1.0	CONCORDANT_OUTPUT	1	1	1	1	1.0	1	1	1	1	1	NOT_APPLICABLE			native_top10_calling_input
