level	event	cluster_id_30	cluster_queries	event_queries	within_cluster_fraction	leave_this_cluster_out_fraction
EC_L3	NO_DOCUMENTED_TRUTH	A0A7H0DN77	6	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A0A7H0DNC3	4	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A0A7H0XJI9	2	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A0A7U3TBV3	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A0A861B9Z9	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A0A8A1G1R1	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A0A8E5MH76	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A0A913XCT1	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A0AAD6NFV5	2	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A0KZ12	554	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A0L3L9	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A0LCF5	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A0NP47	3	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A0PU27	14	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A0QCI6	180	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A0QPN1	115	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A0QPN2	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A0QTG1	14	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A0QTU8	4	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A0R3C4	2	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A0R3N5	4	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A0R4S9	5	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A0R5I3	3	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A0RBE8	64	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A0RBE9	76	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A0RNT0	26	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A0RY06	24	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A1ADA3	42	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A1DZY4	11	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A1JIJ0	93	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A1Z7K9	5	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A2A1A1	4	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A2ASS6	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A2BIZ8	44	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A2E926	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A2F4M9	2	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A2QTU5	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A2QVS9	6	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A2RN34	45	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A3D437	278	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A3KKC4	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A3LXS6	8	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A3M2K0	7	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A3MA02	29	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A4FZL2	43	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A4IF87	5	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A4TJU3	115	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A4VFY3	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A4XQA3	106	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A4YEU7	10	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A5IMZ6	137	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A5IRV6	279	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A5ITC6	192	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A5K4D8	5	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A5K6G1	3	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A5PLL7	4	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A5U229	6	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A5VV25	235	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A6BMK7	6	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A6LKW9	50	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A6R104	14	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A6R8Q8	48	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A6T9C8	21	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A7BJC5	14	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A7GSI3	41	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A7HMA1	58	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A7HT64	28	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A7LXT3	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A8C927	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A8C984	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A8J0J0	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A8MLP1	213	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A8NS89	3	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A8WJR8	4	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A8X181	22	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A9AUT1	2	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A9AWD5	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A9CH00	8	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A9CJC9	3	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A9I769	113	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A9KHK4	4	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A9KQ90	346	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A9W185	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	A9WC41	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B0CN31	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B0FIL5	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B0G126	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B0JUK9	99	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B0R4J5	2	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B0TC35	738	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B0UPF4	88	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B1G5Y9	7	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B1I9W8	59	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B1L765	108	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B1M187	71	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B1WC61	8	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B1WVZ0	503	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B2AG25	586	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B2FLM6	105	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B2GD65	2	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B2GE66	237	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B2I6I8	208	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B2IZD3	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B2JQY2	46	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B2KZE7	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B2RUR8	3	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B2V9I5	258	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B3EMR0	88	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B3PF24	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B3Q6U2	94	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B3Q7Z4	61	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B3QQR6	462	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B3VI55	44	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B4ED80	43	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B4FHU1	2	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B4IT27	8	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B5GS26	4	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B5XRB0	2	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B5YIB7	552	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B6GX22	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B6JM02	5	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B6VP39	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B6ZK76	13	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B7IDI7	559	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B7JA34	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B8CWH7	729	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B8D185	279	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B8EIZ7	8	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B8GF73	33	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B8GZM2	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B8J162	25	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B8N106	5	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B8NLZ3	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B8XTP8	11	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B8Y445	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B9DIP2	18	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B9DZX5	121	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B9JWL2	68	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	B9MEX0	256	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	C0LGQ9	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	C0QRQ2	2	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	C0QU23	5	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	C0ZIL2	586	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	C4VB43	3	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	C5D754	49	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	C6V598	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	C7AU21	3	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	C8VJF5	45	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	C9K1X7	4	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	D0CY60	2	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	D0QX26	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	D1BHT7	81	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	D1BJD0	38	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	D2Z025	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	D3ZZX1	4	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	D4B5H9	5	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	D4GPK6	4	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	D5AKX8	3	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	D5MP61	3	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	D5SK09	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	D7EZJ3	2	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	D7GXG0	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	D8T3S4	5	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	D9PU00	88	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	D9RZ53	4	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	E1V7W1	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	E4PMA5	5	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	E5KK10	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	E9PT87	4	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	F1MAB7	6	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	F1QJX5	2	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	F1SVE4	9	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	F2XG53	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	F4I8H8	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	F4IV16	2	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	F4J8C6	2	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	F5ZBR5	24	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	F8DT27	12	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	F8P1W6	2	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	G0FS68	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	G0L322	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	G0RUP7	39	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	G2Q9T3	42	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	G2QND5	4	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	G2WRE6	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	G2WX04	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	G2X4M1	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	G2XF09	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	G3UYQ4	2	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	G3V9H8	3	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	G3XCW3	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	G3XD61	9	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	G3XDD8	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	G4V4T6	2	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	G5EC44	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	G5EFD9	7	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	G5EFP5	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	G8JZS4	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	H1AE12	3	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	H2QL32	4	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	H6LC27	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	H6LGM7	2	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	I0CME7	2	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	I1RN13	16	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	I1RPI4	6	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	I2DBY1	4	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	I6WHP7	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	I6Y778	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	I6YFP0	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	J7FIX8	39	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	J7H8Q3	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	K7LZ65	3	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	L0E163	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	L0TC47	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	L8B068	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	M1T9N7	2	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	M9MRI4	5	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	M9PBE2	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O00154	3	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O00299	5	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O05527	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O06334	173	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O07244	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O08730	4	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O08738	22	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O08785	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O13339	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O14098	7	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O14138	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O14321	7	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O14361	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O14730	4	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O15488	2	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O15550	5	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O16025	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O18778	4	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O23299	3	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O24296	10	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O24770	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O27745	10	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O28338	7	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O28990	5	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O29876	22	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O29889	3	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O31440	2	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O33998	2	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O34138	2	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O34350	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O34481	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O34536	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O34640	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O34885	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O35217	5	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O35239	3	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O35969	8	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O45962	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O50338	12	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O51653	24	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O53585	2	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O53857	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O54029	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O55721	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O56788	7	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O58457	317	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O60061	11	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O60103	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O60337	3	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O60346	5	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O61213	10	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O64642	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O64698	11	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O64782	4	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O64876	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O66127	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O66995	13	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O67753	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O70167	7	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O73686	23	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O74023	8	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O74343	2	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O74489	11	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O74865	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O74976	3	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O75417	2	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O75891	8	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O76464	2	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O77475	1	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O81884	2	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O81893	24	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O82175	2	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O82872	3	0	0.0	0.0
EC_L3	NO_DOCUMENTED_TRUTH	O83279	2	0	0.0	0.0
